measure,location,sex,age,cause,rei,metric,year,val,upper,lower
Deaths,World Bank Low Income,Female,15-19 years,All causes,All risk factors,Percent,2006,0.38084007258921937,0.46244652314014545,0.30310998406900475
Deaths,World Bank Low Income,Both,15-19 years,All causes,All risk factors,Percent,2006,0.33182749309850457,0.3890635906164194,0.2775651893393094
Deaths,World Bank Low Income,Male,15-19 years,All causes,All risk factors,Rate,2006,60.04228152301263,72.59967796619254,47.94092209099056
Deaths,World Bank Low Income,Female,15-19 years,All causes,All risk factors,Rate,2006,62.00069246938737,84.90722444093917,43.53987523374233
Deaths,World Bank Low Income,Both,15-19 years,All causes,All risk factors,Rate,2006,61.03014803689255,77.61758011836292,46.950370727571986
Deaths,World Bank Low Income,Male,20-54 years,All causes,All risk factors,Number,2006,370352.3113349671,421811.2639182288,324466.14105698816
Deaths,World Bank Low Income,Female,20-54 years,All causes,All risk factors,Number,2006,434018.65521668503,509912.86206244916,366582.90044316906
Deaths,World Bank Low Income,Both,20-54 years,All causes,All risk factors,Number,2006,804370.966551652,924412.2681509204,696416.5422664371
Deaths,World Bank Low Income,Male,20-54 years,All causes,All risk factors,Percent,2006,0.5889781202416297,0.6231006168205214,0.5541374121287928
Deaths,World Bank Low Income,Female,20-54 years,All causes,All risk factors,Percent,2006,0.6695858845365094,0.7103275419855645,0.6255958579894823
Deaths,World Bank Low Income,Both,20-54 years,All causes,All risk factors,Percent,2006,0.6299003329491708,0.6682354598741068,0.5920072052952431
Deaths,World Bank Low Income,Male,20-54 years,All causes,All risk factors,Rate,2006,400.92545569872,456.632422775167,351.2513125493109
Deaths,World Bank Low Income,Female,20-54 years,All causes,All risk factors,Rate,2006,444.04093872026783,521.687681426289,375.0479691945868
Deaths,World Bank Low Income,Both,20-54 years,All causes,All risk factors,Rate,2006,423.0919501580872,486.2326035445226,366.3088863749266
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Number,2012,329.64979759843806,466.70682695680443,213.43442816711152
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Number,2012,283.41904958037884,394.12764900025775,192.96486758547292
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Number,2012,613.0688471788161,858.5904212743969,414.8917546832126
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Percent,2012,0.39956274588669694,0.4710331423140351,0.29587977797561993
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Percent,2012,0.39786061717058885,0.4752515230616606,0.3032034880224349
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Percent,2012,0.3987700124924324,0.4624233175693507,0.312063883701043
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Rate,2012,50.905183997836744,72.06980581320789,32.95897317842423
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Rate,2012,47.979581425222925,66.72127245905727,32.666730024789075
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Rate,2012,49.509562182687304,69.3371324397859,33.50538723684561
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Number,2012,11241.083685214355,12208.692568500372,10034.894141921099
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Number,2012,7433.899374887604,8092.977343492309,6465.310707027365
Deaths,Lebanon,Both,55+ years,All causes,All risk factors,Number,2012,18674.983060101946,20162.05250006788,16702.178257118976
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Percent,2012,0.7583946184550618,0.7847318281198228,0.6983947501696522
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Percent,2012,0.7060261565744214,0.7444132141926895,0.6222397487285148
Deaths,Lebanon,Both,55+ years,All causes,All risk factors,Percent,2012,0.7366415598215379,0.7655448400537829,0.6704796051554764
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Rate,2012,3252.4576990289606,3532.4224293184348,2903.462835505929
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Rate,2012,1941.3031429985526,2113.4160634741224,1688.363988139695
Deaths,Lebanon,Male,20-54 years,All causes,All risk factors,Number,2007,1096.732587515321,1272.5556358673675,940.35968495628
Deaths,Lebanon,Female,20-54 years,All causes,All risk factors,Number,2007,532.675759396709,623.5704103696664,438.7747289124972
Deaths,Lebanon,Both,20-54 years,All causes,All risk factors,Number,2007,1629.4083469120287,1854.9745646371377,1420.8181241959767
Deaths,Lebanon,Male,20-54 years,All causes,All risk factors,Percent,2007,0.6307204297062727,0.6669235794614804,0.5839969876540088
Deaths,Lebanon,Female,20-54 years,All causes,All risk factors,Percent,2007,0.43493930068285014,0.4759619437372999,0.3794412551265638
Deaths,Lebanon,Both,20-54 years,All causes,All risk factors,Percent,2007,0.5497601205962962,0.5816585256935248,0.5033799201098396
Deaths,Lebanon,Male,20-54 years,All causes,All risk factors,Rate,2007,123.75676199172588,143.59686831779024,106.11143595304422
Deaths,Lebanon,Female,20-54 years,All causes,All risk factors,Rate,2007,54.544764741970475,63.852166601665715,44.929516579390864
Deaths,Lebanon,Both,20-54 years,All causes,All risk factors,Rate,2007,87.47164073717026,99.58072757024408,76.27387741572709
Deaths,World Bank High Income,Male,All ages,All causes,All risk factors,Number,2006,2905066.269871727,2995921.5765314642,2818389.8074268787
Deaths,World Bank High Income,Female,All ages,All causes,All risk factors,Number,2006,2546319.5051492,2694767.6869473048,2362927.437474772
Deaths,World Bank High Income,Both,All ages,All causes,All risk factors,Number,2006,5451385.775020927,5676102.624738461,5197643.505907001
Deaths,World Bank High Income,Male,All ages,All causes,All risk factors,Percent,2006,0.6276689721623697,0.6471737565580209,0.609335950313568
Deaths,World Bank High Income,Female,All ages,All causes,All risk factors,Percent,2006,0.5677805550041762,0.6006955462513748,0.5262530373425413
Deaths,World Bank High Income,Both,All ages,All causes,All risk factors,Percent,2006,0.5981967648485952,0.6227085891082101,0.5702557765219121
Deaths,World Bank High Income,Male,All ages,All causes,All risk factors,Rate,2006,531.4167751962639,548.0367175966543,515.5612587023509
Deaths,World Bank High Income,Female,All ages,All causes,All risk factors,Rate,2006,453.98191626124094,480.4486616566706,421.2850445051296
Deaths,World Bank High Income,Both,All ages,All causes,All risk factors,Rate,2006,492.2022021856046,512.4917455905126,469.2919718699075
Deaths,World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Number,2005,6810327.432138794,7153570.719321726,6473443.672188309
Deaths,World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Number,2005,5339181.671315638,5629353.326867398,5059269.934638738
Deaths,World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Number,2005,12149509.103454456,12702472.45099616,11586272.3518217
Deaths,World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Percent,2005,0.6271895528288447,0.6454358719382203,0.6121213004189476
Deaths,World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Percent,2005,0.5907907733000232,0.6147449690454938,0.568456856135562
Deaths,World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Percent,2005,0.6106500720125053,0.626760432048198,0.5949082596481127
Deaths,World Bank Lower Middle Income,Male,All ages,All causes,All risk factors,Rate,2005,525.9604384126236,552.4690595630507,499.9429624772556
Deaths,World Bank Lower Middle Income,Female,All ages,All causes,All risk factors,Rate,2005,427.23376762701093,450.45289319562994,404.8356262590243
Deaths,World Bank Lower Middle Income,Both,All ages,All causes,All risk factors,Rate,2005,477.4725473450844,499.2038630625351,455.3374895192508
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Number,2006,389.59273770278173,531.9434725096494,262.55212489125586
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Number,2006,336.73766803481954,443.25564467075986,243.14005994180016
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Number,2006,726.3304057376009,976.0643708717527,510.2541465667799
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Percent,2006,0.3892596647381073,0.4473725479307263,0.3100029178496551
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Percent,2006,0.3768610723739333,0.4387270679912446,0.3072573515662017
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Percent,2006,0.38341584288367225,0.43647020085097604,0.3143359486957703
Deaths,Lebanon,Male,0-14 years,All causes,All risk factors,Rate,2006,65.92421207312015,90.01182747762422,44.42727054831315
Deaths,Lebanon,Female,0-14 years,All causes,All risk factors,Rate,2006,62.758585586008856,82.61058964652271,45.31458078419366
Deaths,Lebanon,Both,0-14 years,All causes,All risk factors,Rate,2006,64.417779325025,86.56652503206759,45.25411404171943
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Number,2006,9084.600569128901,10265.546245350857,8119.594380063902
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Number,2006,6156.673963278198,6706.940743347483,5489.041757550049
Deaths,Lebanon,Both,55+ years,All causes,All risk factors,Number,2006,15241.274532407086,16774.154320085687,13854.880034530815
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Percent,2006,0.7474845188877418,0.7719769672567695,0.6998344362120811
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Percent,2006,0.6922674208610333,0.7273913177703399,0.6273108919616672
Deaths,Lebanon,Both,55+ years,All causes,All risk factors,Percent,2006,0.7241470165571646,0.7511175934019726,0.6745024266778203
Deaths,Lebanon,Male,55+ years,All causes,All risk factors,Rate,2006,2863.1185509044603,3235.3074487511535,2558.9855182383335
Deaths,Lebanon,Female,55+ years,All causes,All risk factors,Rate,2006,1879.8529051204678,2047.8690468350317,1676.0008985052289
Deaths,Lebanon,Male,15-19 years,All causes,All risk factors,Number,2006,15.734142195559764,20.333630691716316,11.899553319921617
Deaths,Lebanon,Female,15-19 years,All causes,All risk factors,Number,2006,6.665291087673515,8.841393813137017,4.946987253692082
Deaths,Lebanon,Both,15-19 years,All causes,All risk factors,Number,2006,22.399433283233243,28.05730309625886,17.838509658204735
Deaths,Lebanon,Male,15-19 years,All causes,All risk factors,Percent,2006,0.07678625612284237,0.09839789709668283,0.05800475536546561
Deaths,Lebanon,Female,15-19 years,All causes,All risk factors,Percent,2006,0.08018095266283401,0.10232250237977177,0.06200749629089091
Deaths,Lebanon,Both,15-19 years,All causes,All risk factors,Percent,2006,0.07776659164619777,0.09461507570032095,0.06242627987391762
Deaths,Lebanon,Male,15-19 years,All causes,All risk factors,Rate,2006,8.052724825315416,10.406740362762706,6.090184468813256
Deaths,Lebanon,Female,15-19 years,All causes,All risk factors,Rate,2006,3.772297007601448,5.00388699992458,2.7998034846905404
Deaths,Lebanon,Both,15-19 years,All causes,All risk factors,Rate,2006,6.020065469963553,7.54067298999578,4.794272902848576
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Number,2006,2502079.9544876865,2586510.2527087443,2418949.600191772
Deaths,World Bank High Income,Female,55+ years,All causes,All risk factors,Number,2006,2377267.484758985,2522232.665532424,2195848.3422318385
Deaths,World Bank High Income,Both,55+ years,All causes,All risk factors,Number,2006,4879347.439246667,5097137.472760661,4626245.046822412
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Percent,2006,0.6454327410893038,0.6671187975443996,0.6237267151865759
Deaths,World Bank High Income,Female,55+ years,All causes,All risk factors,Percent,2006,0.579616469722574,0.615206969943516,0.5351003809369618
Deaths,World Bank High Income,Both,55+ years,All causes,All risk factors,Percent,2006,0.6115970936975219,0.6391565850540256,0.5798897306856906
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Rate,2006,970.5271912205945,1003.2767042964774,938.2819110027174
Deaths,World Bank High Income,Female,55+ years,All causes,All risk factors,Rate,2006,682.1892646558892,723.7889965777553,630.1285721892011
Deaths,World Bank High Income,Both,55+ years,All causes,All risk factors,Rate,2006,804.7976599815803,840.7198630060134,763.0510502771
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Number,2005,3522790.5236246297,3705015.4466105746,3353331.5253199562
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Number,2005,2879124.764186804,3030116.4015650363,2724325.8061676975
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Number,2005,6401915.287811436,6660236.040889037,6127179.986507308
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Percent,2005,0.7002429954348109,0.724828635754462,0.6799458379910561
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Percent,2005,0.6564766911257734,0.6859396361480522,0.6234322779682172
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Percent,2005,0.679851924442242,0.7009653763389522,0.6573816821452839
Deaths,World Bank Lower Middle Income,Male,55+ years,All causes,All risk factors,Rate,2005,1649.354773663157,1734.6716679240249,1570.0148282648677
Deaths,World Bank Lower Middle Income,Female,55+ years,All causes,All risk factors,Rate,2005,1230.9940551203392,1295.551802077857,1164.8084561387823
Deaths,World Bank Lower Middle Income,Both,55+ years,All causes,All risk factors,Rate,2005,1430.68466153641,1488.4135633680671,1369.2874758681226
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Number,2007,2516435.250893147,2601773.2369929776,2430603.723850041
Deaths,World Bank High Income,Female,55+ years,All causes,All risk factors,Number,2007,2379423.520194699,2527601.870966873,2196241.167089367
Deaths,World Bank High Income,Both,55+ years,All causes,All risk factors,Number,2007,4895858.771087851,5121229.974160706,4638535.984035858
Deaths,World Bank High Income,Male,55+ years,All causes,All risk factors,Percent,2007,0.6414170453998921,0.6635404288588553,0.6196251139313416
